Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Strategy_Family,Strategy_Family_Rank
COST,2025-08-25 07:24:24.432169,19.75,1.05,19.44,0.84,19.67,19.25,19.16,17.38,19.79,1.08,19.51,0.91,19.67,19.25,19.06,18.03,19.96,0.56,19.7,0.29,19.16,18.16,19.18,18.2,24.25,2.65,23.96,2.72,19.43,19.01,19.54,18.31,23.77,0.55,23.31,0.42,23.04,22.29,20.75,19.53,23.65,0.11,23.09,0.24,23.12,22.28,22.72,21.53,23.56,-0.11,22.92,0.11,23.2,22.33,23.07,21.92,23.39,0.25,22.61,0.28,23.17,21.93,23.28,22.14,23.47,-0.07,22.63,0.17,23.34,22.02,23.4,22.02,23.53,-0.15,22.31,0.23,23.42,22.08,23.73,22.06,23.77,-0.25,22.49,0.17,23.81,22.23,24.21,22.3,24.53,-0.34,22.76,0.07,24.84,22.54,25.32,22.72,24.53,-0.34,22.76,0.07,24.84,22.54,25.32,22.72,18.52,18.58,17.07,18.24,18.74,24.63,24.32,22.94,8/25/25,3038.006238044167,100.0,Mixed,Rising,Rising,2.2466913945226707,True,High Vol,Bearish,-1.2738895959665355,-3.848855907708363,Falling,48.85295326715342,39.4056822923683,Strong,18.784675924007903,True,0.774625811299295,Ascending Triangle,63.0,,,False,7.18,Bearish,High Vol,24.25,17.07,7.18,5.530000000000001,4.91,0.5299999999999976,0.8299999999999983,42.06209724663152,30.317982456140356,26.20064034151548,2.3103748910200417,3.6181342632955458,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,63,True,1.4991,-11.2,-34.74,879.04,902.58,1.66,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
KLAC,2025-08-25 07:24:26.148964,33.11,0.79,32.83,0.98,33.29,32.93,38.65,42.1,33.11,0.79,32.83,0.98,33.29,32.93,38.65,42.1,33.11,0.79,32.83,0.98,33.29,32.93,38.65,42.1,33.42,0.92,33.1,1.09,33.29,32.93,37.54,40.04,34.85,0.77,34.33,1.02,34.36,33.05,35.71,36.49,36.47,0.64,35.78,0.74,35.7,34.99,35.55,36.06,35.19,0.14,34.59,0.08,35.68,34.99,35.47,35.84,35.2,0.27,34.48,0.51,35.3,34.55,35.41,35.7,35.61,0.22,34.8,0.29,35.73,34.77,35.21,35.5,36.17,0.12,35.27,0.15,36.41,35.21,35.89,35.88,36.37,0.06,35.29,0.06,36.7,35.3,36.15,35.9,36.46,0.25,35.02,-0.14,36.65,35.21,36.01,35.58,36.46,0.25,35.02,-0.14,36.65,35.21,36.01,35.58,49.51,45.12,39.81,33.68,37.32,48.16,45.94,43.7,8/25/25,3038.006238044167,3.058823529411825,Flat,Stable,Rising,1.9735416556705014,False,Low Vol,Bullish,2.677381093645129,5.673826454514986,Falling,25.74874047159391,56.282475544800825,Strong,36.92323273859965,True,1.1048244386175838,,0.0,,,False,-6.390000000000001,Bullish,Low Vol,33.42,39.81,6.390000000000001,1.1700000000000017,-0.8500000000000014,-8.090000000000003,-7.330000000000005,-16.051243406179353,3.4738717339667513,-2.2775991425509146,-18.512585812356985,-16.773455377574383,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,27,True,25.8623,32.87,67.67,1227.52,1192.72,3.05,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
AXON,2025-08-25 07:24:27.463610,35.29,0.7,35.0,-0.32,37.24,36.75,65.31,64.9,35.29,0.7,35.0,-0.32,37.24,36.75,65.31,64.9,35.29,0.7,35.0,-0.32,37.24,36.75,65.31,64.9,35.34,0.75,35.03,-0.02,37.24,36.75,59.97,59.46,37.34,1.52,36.89,2.3,37.51,36.69,50.21,49.49,41.74,0.54,41.05,0.98,41.45,40.65,48.74,48.05,43.33,-0.22,42.58,0.14,43.58,42.79,47.99,47.32,42.4,-0.29,41.81,0.27,42.56,41.72,47.49,46.84,43.47,-0.11,42.72,0.3,43.5,42.51,46.31,45.86,44.61,0.16,43.53,0.11,44.6,43.45,46.62,45.94,44.81,0.16,43.56,-0.05,44.76,43.47,46.62,45.83,44.98,0.36,43.22,-0.15,44.79,43.24,46.39,45.39,44.98,0.36,43.22,-0.15,44.79,43.24,46.39,45.39,49.12,68.08,58.62,50.51,49.34,52.42,59.52,56.48,8/25/25,3038.006238044167,0.0,Contango,Falling,Falling,11.189776087522434,False,High Vol,Neutral,2.837572893069823,-3.6060065006777644,Falling,37.5146390034357,59.235061476934185,Strong,36.004312083990264,True,1.0187977386528086,Descending Triangle,64.0,,,False,-23.279999999999994,Bidirectional,High Vol,35.34,58.62,23.279999999999994,-13.169999999999995,-7.600000000000001,-13.009999999999998,-11.669999999999995,-39.71340839303991,-26.074044743615115,-15.403323875152008,-23.034702549575066,-20.66218130311614,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,7,True,8.3331,16.02,-21.72,564.53,602.27,3.88,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
INTU,2025-08-25 07:24:28.818739,25.49,2.87,23.96,0.53,45.68,45.44,23.42,23.52,24.43,1.82,23.49,0.07,45.68,45.44,21.95,21.12,24.49,1.67,24.21,1.11,39.99,39.19,21.44,20.91,25.1,0.31,24.95,0.03,35.72,35.87,27.78,27.74,25.8,0.31,25.44,0.32,31.43,31.92,27.42,26.94,27.06,0.19,26.73,0.15,30.71,30.99,26.48,26.2,27.51,0.01,27.16,-0.08,30.46,30.57,27.44,27.06,27.27,0.07,26.68,-0.05,30.15,30.06,27.98,27.55,28.11,0.25,27.34,-0.15,30.37,30.01,27.89,27.44,29.02,0.43,28.04,-0.04,30.96,30.29,29.23,28.57,30.21,0.72,28.76,-0.02,31.42,30.72,29.83,29.07,30.81,0.4,29.5,-0.2,31.83,30.89,30.44,29.53,30.81,0.4,29.5,-0.2,31.83,30.89,30.44,29.53,38.76,32.97,29.23,23.82,27.75,32.68,34.67,33.4,8/25/25,3038.006238044167,0.0,Flat,Falling,Rising,4.509377882689461,False,Compression,Bullish,1.5837698675266494,2.0421174512128135,Falling,15.011456026679811,60.438309540105095,Moderate,20.363138604867885,True,0.8112804225046966,,0.0,,,False,-4.129999999999999,Bullish,Compression,25.1,29.23,4.129999999999999,1.9800000000000004,-0.6900000000000013,-5.289999999999999,-3.1899999999999977,-14.129319192610328,8.312342569269523,-2.486486486486491,-15.838323353293413,-9.550898203592808,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,21,True,4.7463,10.51,13.49,663.64,660.66,1.91,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
LLY,2025-08-25 07:24:30.589403,26.24,0.87,25.7,0.65,33.18,32.64,34.09,34.11,26.42,1.05,25.89,0.84,33.18,32.64,49.19,48.91,26.7,-0.04,26.17,0.05,32.08,31.52,50.06,49.2,26.92,-0.3,26.36,-0.45,31.32,30.41,45.6,46.24,29.36,0.08,28.91,0.05,32.07,31.06,40.38,39.91,32.44,0.12,32.1,0.46,35.26,34.13,38.42,37.67,32.09,0.17,31.08,0.27,35.15,34.1,38.98,38.0,31.92,-0.17,31.12,0.19,34.61,33.5,38.05,37.42,32.35,-0.18,31.8,0.39,35.17,34.13,37.06,36.0,32.97,0.17,31.98,0.24,34.99,33.36,36.39,35.32,33.32,0.18,32.1,0.09,34.99,33.19,35.83,34.67,34.07,0.34,32.34,-0.19,35.17,33.2,34.91,33.32,34.07,0.34,32.34,-0.19,35.17,33.2,34.91,33.32,21.49,65.09,56.88,43.19,51.4,49.07,45.83,43.54,8/25/25,3038.006238044167,0.0,Contango,Falling,Falling,7.97371236557282,False,High Vol,Bullish,3.52057880627059,10.009011546893147,Falling,28.95324099560001,74.9876978447827,Strong,20.884942902583504,True,0.7758151152519874,,0.0,,,False,-29.96,Bullish,High Vol,26.92,56.88,29.96,-13.829999999999998,-18.96,-11.189999999999998,-10.219999999999999,-52.67229254571026,-32.02130122713591,-36.887159533073934,-25.70050528249885,-23.472668810289388,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,90,True,15.153,36.69,98.15,1042.04,980.58,2.44,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
SPOT,2025-08-25 07:24:31.772207,36.73,2.22,36.24,1.9,37.36,38.62,81.84,83.9,36.69,2.18,36.23,1.89,37.36,38.62,69.67,70.64,36.73,1.8,36.5,1.52,36.72,37.22,61.18,62.38,36.46,1.1,36.47,0.84,36.28,38.15,54.26,56.06,39.57,1.45,39.2,1.17,38.18,38.81,47.54,48.06,44.06,0.44,43.53,0.25,43.31,43.5,45.02,45.44,42.66,0.43,42.13,-0.38,43.13,43.24,45.63,46.11,41.87,0.67,41.39,0.3,41.84,41.88,45.93,46.43,42.93,0.8,42.12,0.19,42.27,42.34,44.93,44.92,43.71,0.32,42.76,0.02,43.7,43.15,45.57,45.61,43.57,0.4,42.49,0.12,43.28,42.62,45.58,45.27,43.65,0.53,41.59,-0.28,43.4,41.92,46.08,44.78,43.65,0.62,41.19,-0.53,43.34,41.84,46.44,44.81,33.64,61.18,53.49,46.51,46.18,52.92,51.59,49.29,8/25/25,3038.006238044167,1.001112347052279,Mixed,Stable,Falling,8.433747025426412,False,High Vol,Neutral,0.32989470869327875,-5.209984128081154,Falling,15.831217389535862,53.642670921458546,Moderate,28.654911786799246,True,0.7859273666154484,,0.0,,,False,-17.03,Bidirectional,High Vol,36.46,53.49,17.03,-6.939999999999998,-2.1199999999999974,-6.359999999999999,-5.719999999999999,-31.837726677883715,-14.92152225327886,-4.590731918579466,-12.903225806451612,-11.604787989450191,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,87,True,2.3121,1.91,-31.94,579.28,613.13,2.82,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
URI,2025-08-25 07:24:33.426838,27.52,0.3,27.46,2.05,27.05,24.71,48.51,48.19,28.43,1.21,27.98,2.57,27.05,24.71,41.56,41.25,28.8,0.87,28.66,2.26,27.09,25.97,36.48,37.06,28.7,0.94,28.66,1.63,28.01,26.45,35.11,35.39,29.83,0.12,29.4,0.34,29.28,27.91,31.85,31.67,30.93,0.11,30.46,0.38,30.24,28.96,31.93,31.5,31.37,0.02,30.92,0.37,30.77,29.54,31.96,31.42,31.41,-0.04,31.08,0.6,31.09,29.71,31.99,31.37,32.34,0.24,31.68,0.52,31.79,30.41,32.18,31.46,33.08,0.28,32.27,0.2,32.33,31.03,32.9,32.2,33.57,0.39,32.54,0.08,32.71,31.25,33.39,32.73,34.24,0.41,32.9,-0.04,33.45,31.94,34.71,33.62,34.24,0.41,32.9,-0.04,33.45,31.94,34.71,33.62,38.42,31.04,38.68,31.27,34.5,41.36,40.24,39.27,8/25/25,3038.006238044167,9.7183098591549,Flat,Stable,Stable,3.196772678117034,False,Compression,Neutral,1.1336223337345648,-2.5962841483785044,Falling,18.308709637106098,61.457167259382175,Moderate,22.180825829871694,True,0.7728510742115573,,0.0,,,False,-9.98,Bidirectional,Compression,28.7,38.68,9.98,-1.4400000000000013,-3.5700000000000003,-6.93,-5.700000000000003,-25.80144777662875,-4.605052766229617,-10.347826086956523,-17.64705882352941,-14.51489686783805,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,0,True,7.6432,9.19,-21.84,810.32,841.35,2.8,False,True,Age_0_5,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MPWR,2025-08-25 07:24:34.590863,40.36,0.84,40.43,2.11,40.01,37.67,56.32,57.17,40.36,0.84,40.43,2.11,40.01,37.67,56.32,57.17,40.36,0.84,40.43,2.11,40.01,37.67,56.32,57.17,40.44,0.87,40.53,2.12,40.01,37.67,53.56,54.06,41.36,1.11,41.24,1.83,40.41,38.3,48.76,48.64,43.22,1.15,42.48,1.18,41.65,39.65,47.65,47.67,43.7,0.79,42.93,0.78,42.34,40.4,47.08,47.18,42.2,-0.1,42.51,1.16,42.28,40.45,46.72,46.84,42.74,-0.3,42.53,0.66,42.72,40.56,46.09,45.54,43.06,-0.15,42.57,0.53,42.62,40.83,46.47,45.73,42.97,-0.02,42.01,0.21,42.42,40.88,46.04,45.16,42.86,0.02,41.22,-0.31,42.56,40.85,45.55,44.08,42.86,0.02,41.22,-0.31,42.56,40.85,45.55,44.08,42.12,53.73,45.09,40.99,44.55,67.19,67.0,63.1,8/25/25,3038.006238044167,3.17343173431734,Flat,Stable,Falling,6.28862995148122,False,High Vol,Bearish,-2.132114957155915,-3.5850138203793063,Falling,14.7908731505601,35.57027041431682,Weak,27.150301895691747,True,0.6713724504374814,Descending Triangle,64.0,,,False,-4.650000000000006,Bearish,High Vol,40.44,45.09,4.650000000000006,0.36999999999999744,-1.3299999999999983,-20.36,-20.130000000000003,-10.312707917498349,0.9026591851671076,-2.9854096520763154,-32.2662440570523,-31.901743264659277,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,12,True,-0.5922,-20.26,-34.58,950.3,964.62,3.3,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
META,2025-08-25 07:24:35.957669,25.73,1.2,25.66,0.89,25.54,24.88,54.95,54.26,25.84,1.31,25.75,0.98,25.54,24.88,47.07,45.78,26.21,0.71,26.11,0.55,25.21,24.58,41.34,40.46,26.67,0.16,26.53,0.35,25.73,25.29,37.5,36.83,29.01,0.73,28.7,0.75,27.15,26.39,32.61,32.07,32.44,0.12,32.03,0.17,31.54,30.82,31.7,30.98,31.73,0.02,31.26,-0.08,31.66,30.94,33.6,32.75,31.93,0.26,31.32,0.21,31.34,30.42,32.88,31.9,33.47,0.08,32.81,0.15,32.95,31.87,32.45,31.54,34.09,-0.02,33.09,-0.06,34.11,32.88,33.83,32.59,34.28,-0.09,33.35,0.15,34.3,33.07,33.92,32.59,34.89,0.36,32.79,-0.3,34.76,32.85,35.2,33.2,35.18,0.64,32.66,-0.36,34.91,32.91,35.49,33.35,27.48,48.13,39.95,32.97,35.16,45.24,41.77,40.08,8/25/25,3038.006238044167,7.98640611724725,Contango,Stable,Falling,5.340676195223056,False,High Vol,Bullish,0.3995322871494295,0.424481004347894,Falling,60.72934010248898,45.6549976061848,Strong,17.452647779419827,True,0.6543924926666601,,0.0,,,False,-13.280000000000001,Bullish,High Vol,26.67,39.95,13.280000000000001,-3.9599999999999973,-2.719999999999999,-6.609999999999999,-5.799999999999997,-33.2415519399249,-12.010919017288437,-7.736063708759952,-16.49201596806387,-14.47105788423153,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,24,True,4.2498,2.62,2.78,656.07,655.91,2.61,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MCK,2025-08-25 07:24:37.570420,20.03,2.46,19.92,-0.86,19.92,21.58,23.0,23.48,20.02,2.45,20.01,-0.76,19.92,21.58,33.02,33.42,20.63,1.49,20.7,0.79,20.74,20.54,31.31,31.87,21.39,1.21,21.46,0.82,20.03,19.83,30.87,30.43,22.76,1.47,22.37,0.73,22.08,21.48,25.6,25.64,23.8,1.04,23.36,0.49,23.11,22.99,25.41,24.96,23.37,0.79,22.78,0.17,23.22,22.86,25.32,24.61,23.31,0.76,22.69,0.13,23.17,22.49,24.58,24.38,23.95,0.59,23.48,-0.08,23.82,23.04,24.18,24.27,24.15,0.68,23.22,-0.26,24.2,23.17,24.85,24.54,24.4,0.67,23.31,-0.26,24.3,23.26,24.58,24.1,24.65,0.64,23.29,-0.44,24.83,23.4,24.46,23.71,24.65,0.64,23.29,-0.44,24.83,23.4,24.46,23.71,27.76,32.3,26.68,22.82,22.74,23.64,23.27,22.42,8/25/25,3038.006238044167,12.546125461254608,Flat,Rising,Stable,4.821544243174472,False,Compression,Bullish,1.5824142469041822,0.2723865839766329,Falling,36.274628781532684,70.69693260693418,Strong,13.186937732544779,True,0.616500127748704,Ascending Triangle,63.0,,,False,-5.289999999999999,Bullish,Compression,21.39,26.68,5.289999999999999,-0.05999999999999872,1.0600000000000023,1.5299999999999976,1.9799999999999969,-19.827586206896548,-0.2629272567922819,4.661389621811796,6.824264049955385,8.831400535236382,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,25,True,7.234,12.94,2.26,817.48,828.16,1.5,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
GS,2025-08-25 07:24:40.758584,23.53,1.16,23.54,1.54,23.22,22.87,24.13,23.97,23.96,1.59,24.02,2.02,23.22,22.87,23.56,23.61,24.51,1.12,24.52,1.72,23.1,23.0,23.61,23.64,24.68,0.73,24.59,1.49,24.17,23.63,23.1,23.25,27.03,0.22,26.76,0.51,26.76,26.63,24.3,24.04,26.63,0.17,26.27,0.2,26.33,26.25,26.1,25.61,26.68,0.06,26.25,0.48,26.03,25.49,26.21,25.73,27.15,0.08,26.65,0.38,26.97,26.21,26.28,25.4,26.97,-0.06,26.45,0.23,26.76,26.07,26.88,26.12,27.16,0.28,26.52,0.45,27.32,26.57,27.7,26.42,27.32,0.11,26.68,0.27,27.55,26.51,27.95,26.52,27.89,0.02,26.77,-0.24,28.32,27.19,28.53,26.99,27.89,0.02,26.77,-0.24,28.32,27.19,28.53,26.99,29.06,24.17,22.17,21.17,23.17,37.02,34.82,33.76,8/25/25,3038.006238044167,100.0,Flat,Stable,Rising,0.6583987309289775,False,High Vol,Bullish,1.939602125567657,8.824837860638095,Falling,63.726140830897045,58.890817185035814,Strong,17.042246652597456,True,0.6905286326011935,,0.0,,,False,2.509999999999998,Bullish,High Vol,24.68,22.17,2.509999999999998,5.859999999999999,3.4599999999999973,-6.789999999999999,-6.439999999999998,11.321605773567875,27.68068020784128,14.933103150625795,-20.11255924170616,-19.07582938388625,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,34,True,11.752,16.98,72.35,875.2,819.83,2.22,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
TYL,2025-08-25 07:24:43.940959,23.59,2.61,22.75,1.61,24.55,23.9,34.8,33.35,23.59,2.61,22.75,1.61,24.55,23.9,34.8,33.35,23.59,2.61,22.75,1.61,24.55,23.9,34.8,33.35,23.47,2.08,22.83,1.54,24.55,23.9,32.48,31.28,23.83,-0.23,23.5,0.99,23.81,23.13,28.32,27.58,25.36,0.33,24.71,1.05,24.69,23.91,27.38,26.63,25.98,0.5,25.19,0.97,25.22,24.39,26.89,26.15,25.76,0.52,24.9,0.64,25.58,24.52,26.6,25.85,25.61,0.54,24.7,0.41,25.84,24.57,26.46,25.6,25.51,0.56,24.57,0.26,26.05,24.62,26.28,25.28,25.51,0.56,24.57,0.26,26.05,24.62,26.28,25.28,25.51,0.56,24.57,0.26,26.05,24.62,26.28,25.28,25.51,0.56,24.57,0.26,26.05,24.62,26.28,25.28,25.79,31.37,27.05,24.17,25.42,28.94,28.45,27.55,8/25/25,3038.006238044167,0.0,Flat,Stable,Stable,4.017066370153997,False,Compression,Neutral,0.4228608296431518,-2.20094526804411,Falling,28.542801986501786,50.58982356178799,Strong,14.905349920408304,True,0.6350809510186751,,0.0,,,False,-3.580000000000002,Bidirectional,Compression,23.47,27.05,3.580000000000002,-0.3400000000000034,-0.060000000000002274,-1.9400000000000013,-2.039999999999999,-13.234750462107215,-1.406702523789836,-0.23603461841070916,-7.041742286751365,-7.4047186932849325,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,130,True,2.3506,1.94,-10.37,458.78,471.09,1.81,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MSCI,2025-08-25 07:24:45.613351,21.83,1.64,21.28,0.06,20.95,20.3,22.64,21.68,21.83,1.64,21.28,0.06,20.95,20.3,22.64,21.68,21.83,1.64,21.28,0.06,20.95,20.3,22.64,21.68,21.64,1.42,21.2,-0.06,20.95,20.3,22.35,21.37,22.35,1.29,22.02,0.03,22.0,21.58,21.98,20.85,24.77,0.97,24.12,0.25,23.98,22.49,23.08,21.03,23.93,0.5,23.17,-0.07,24.08,22.81,24.79,22.76,24.11,0.25,23.44,-0.04,24.19,23.11,25.74,23.71,24.24,0.08,23.61,-0.02,24.33,23.34,25.73,23.71,24.65,-0.23,23.9,0.16,24.45,23.54,25.73,23.7,24.65,-0.23,23.9,0.16,24.45,23.54,25.73,23.7,24.65,-0.23,23.9,0.16,24.45,23.54,25.73,23.7,24.65,-0.23,23.9,0.16,24.45,23.54,25.73,23.7,23.17,22.91,35.05,28.14,25.42,30.76,29.19,28.13,8/25/25,3038.006238044167,49.2857142857143,Flat,Stable,Falling,0.5715670467135854,False,Compression,Bullish,5.0553042951302185,4.450705849488639,Falling,33.981528168332304,95.73188427323436,Strong,10.61433655194659,True,0.49049614380529527,Ascending Triangle,63.0,,,False,-13.409999999999997,Bullish,Compression,21.64,35.05,13.409999999999997,-5.789999999999999,-0.6500000000000021,-3.8900000000000006,-3.4800000000000004,-38.25962910128388,-20.57569296375266,-2.5570416994492606,-13.828652683967297,-12.371134020618559,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,10,True,13.9114,28.19,24.96,557.57,560.8,1.66,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
