Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct
AMD,2025-12-29 07:33:34.582827,2025-12-29,,44.66,44.62,44.91,44.8,44.71,44.57,45.89,45.69,52.08,51.75,52.14,51.72,52.69,52.14,53.59,52.93,53.3,52.49,53.75,52.8,53.89,52.73,55.13,52.94,56.35,52.46,51.36,37.75,49.22,75.17,63.89,60.2,57.31,56.32,4.081822878333334,,Flat,Unknown,Stable,,False,Unknown,Neutral,0.4727668303498353,-5.8597796958362744,Falling,12.860105485819153,43.60178135462693,Weak,44.53419076984621,True,0.9704552357778647,,0.0,,,False,-3.3299999999999983,Bidirectional,Unknown,45.89,49.22,3.3299999999999983,-23.090000000000003,-11.75,-3.020000000000003,-2.4299999999999997,-6.7655424624136495,-30.717041372888126,-18.39098450461731,-5.3622159090909145,-4.314630681818182,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,39,True,2.3581,0.87,-13.55,214.37,228.79,3.66
MS,2025-12-29 07:33:37.585804,2025-12-29,,21.78,20.96,26.4,25.99,29.28,28.61,28.34,27.98,26.65,26.08,27.05,26.65,27.37,27.08,27.35,26.93,27.82,27.28,28.32,27.77,28.62,27.91,29.85,29.07,30.04,29.07,19.0,16.97,22.69,23.49,21.41,20.72,19.88,22.21,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.8808452692404891,6.939888440302587,Falling,47.40819359693317,57.882701441686386,Strong,18.841134644627417,True,0.6648247933884057,Descending Triangle,64.0,,,False,5.649999999999999,Bullish,Unknown,28.34,22.69,5.649999999999999,3.16,5.640000000000001,5.609999999999999,6.41,24.90083737329219,13.452532992762881,26.342830453059317,25.258892390814946,28.860873480414227,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,2.5121,3.34,11.71,176.94,168.57,1.75
DIS,2025-12-29 07:33:45.277776,2025-12-29,,19.85,19.76,20.06,20.1,20.26,20.54,22.23,21.89,29.09,29.14,27.22,27.17,27.3,27.18,28.21,27.98,27.79,27.18,28.1,27.46,28.27,27.4,29.67,28.04,29.72,27.82,14.52,18.95,31.57,25.16,22.15,21.5,20.67,25.87,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,4.29094088455192,4.775295857909515,Falling,61.98143224909387,75.5942919084738,Strong,13.43289901028074,True,0.6042689613261691,Ascending Triangle,63.0,,,False,-9.34,Bullish,Unknown,22.23,31.57,9.34,3.9299999999999997,5.07,1.9199999999999982,2.3999999999999986,-29.58504909724422,15.620031796502385,22.889390519187362,7.421724004638571,9.277155005798216,True,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,18,True,2.0232,4.73,5.24,109.56,109.05,1.76
MCD,2025-12-29 07:33:48.977969,2025-12-29,,14.66,14.36,15.12,15.14,15.71,15.78,15.98,15.95,18.34,18.11,18.6,18.51,18.68,18.51,18.67,18.45,18.68,18.38,19.12,18.51,19.41,19.0,20.48,19.41,20.42,19.53,20.34,19.74,18.44,17.88,16.02,16.1,15.88,16.43,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Neutral,-1.0202909354866354,0.6014950240829569,Falling,20.313460376378135,48.455555254997535,Moderate,16.314567665639018,True,1.0209366499148322,,0.0,,,False,-2.460000000000001,Bidirectional,Unknown,15.98,18.44,2.460000000000001,0.46000000000000085,2.580000000000002,2.25,2.9800000000000004,-13.340563991323215,2.572706935123047,16.10486891385769,13.694461351186854,18.137553256238593,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,47,True,-2.843,-3.29,1.74,311.82,306.79,1.45
T,2025-12-29 07:33:52.146638,2025-12-29,,17.81,18.27,19.5,19.42,19.88,19.91,25.53,24.53,24.79,25.41,25.18,25.5,25.04,25.5,25.08,25.59,25.27,25.9,25.55,25.53,26.13,26.28,26.45,25.9,26.59,25.92,13.6,13.8,14.28,20.23,19.51,18.6,18.4,19.93,4.081822878333334,,Mixed,Unknown,Stable,,False,Unknown,Neutral,0.6285476247518024,-0.9607088902600428,Falling,42.99273600815825,50.29352965679725,Strong,13.023320094257912,True,0.5101182958972938,Descending Triangle,64.0,,,False,11.250000000000002,Bidirectional,Unknown,25.53,14.28,11.250000000000002,4.559999999999999,5.669999999999998,5.34,6.199999999999999,78.78151260504204,22.540781018289664,29.06201947719117,26.793778223783242,31.10888108379327,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,24,True,0.1738,0.16,-0.23,24.7,25.1,1.47
MRK,2025-12-29 07:33:58.975488,2025-12-29,,21.93,22.48,22.88,23.01,24.09,23.67,24.9,24.42,28.58,28.12,28.49,28.36,27.69,28.02,28.13,28.34,28.36,28.48,28.31,28.34,27.92,27.7,28.17,27.35,28.11,27.01,22.26,24.3,29.2,26.77,29.51,28.87,27.56,30.01,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,5.802248605118519,13.12593822797509,Falling,21.581979171495643,76.05609181043725,Moderate,22.163612280310883,True,0.8901049108558587,,0.0,,,False,-4.300000000000001,Bullish,Unknown,24.9,29.2,4.300000000000001,1.8099999999999987,-1.0200000000000031,-1.6500000000000021,-2.09,-14.726027397260278,6.761299962644747,-3.4564554388343036,-5.498167277574149,-6.964345218260578,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,49,True,3.4362,5.9,12.44,100.97,94.43,2.15
RTX,2025-12-29 07:34:02.459617,2025-12-29,,21.52,20.33,21.54,20.94,22.63,21.62,26.9,26.64,26.61,25.75,26.19,25.46,26.68,26.04,26.6,26.04,26.32,25.8,26.46,25.85,27.04,26.33,28.45,26.77,28.51,26.8,20.67,23.08,22.11,25.99,23.49,22.18,21.82,25.56,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,4.190467919162765,5.367788905060252,Falling,42.357557686882565,75.58781747802777,Strong,20.88520945736272,True,0.77640183856367,,0.0,,,False,4.789999999999999,Bullish,Unknown,26.9,22.11,4.789999999999999,0.620000000000001,2.700000000000003,0.7600000000000016,1.4800000000000004,21.664405246494795,2.385532897268184,11.49425287356323,2.973395931142416,5.790297339593116,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,3.4713,7.43,9.41,177.47,175.49,1.91
UBER,2025-12-29 07:34:05.959355,2025-12-29,,27.88,27.94,28.68,28.54,29.78,29.36,29.63,30.04,37.37,37.04,37.04,36.79,38.04,37.67,37.98,37.54,37.53,37.06,38.08,37.7,37.92,37.61,39.69,37.36,39.52,37.39,26.92,36.02,36.99,33.95,32.87,31.07,31.51,32.83,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-3.631774916698993,-8.420829635795538,Falling,32.606910495607316,21.710381446193665,Strong,26.951389892348082,True,0.9095980388912617,,0.0,,,False,-7.360000000000003,Bearish,Unknown,29.63,36.99,7.360000000000003,3.4199999999999946,4.170000000000002,4.700000000000003,5.090000000000003,-19.897269532306037,10.073637702503666,12.686340127776093,14.316174230886395,15.504112092598243,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,54,True,-0.5159,-3.06,-7.48,84.53,88.95,2.89
TXN,2025-12-29 07:34:09.226352,2025-12-29,,30.87,30.56,30.7,30.81,36.76,36.5,39.69,40.13,36.41,36.55,35.03,35.01,34.85,34.51,34.72,34.65,34.44,34.31,34.67,34.32,34.52,34.11,34.0,33.34,33.98,33.3,15.47,25.87,28.14,29.89,27.74,33.84,32.37,35.87,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Neutral,-1.172252804883886,3.9402944322592317,Falling,48.54957797158897,36.1272469256595,Strong,14.583130270494607,True,0.3674258067647923,,0.0,,,False,11.549999999999997,Bidirectional,Unknown,39.69,28.14,11.549999999999997,6.519999999999996,7.290000000000003,-1.4299999999999997,-1.3499999999999943,41.044776119402975,21.813315490130464,26.279740447007942,-3.9866183440200724,-3.763590744354598,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,28,True,-0.4081,-2.09,6.66,178.01,169.26,1.96
BX,2025-12-29 07:34:12.595706,2025-12-29,,27.66,27.38,28.11,28.15,28.16,28.2,31.11,30.96,32.2,32.67,31.7,31.82,31.65,31.57,31.63,31.43,31.68,31.33,32.05,31.25,31.88,31.86,31.89,31.02,31.67,30.86,21.0,22.2,25.21,27.64,27.67,28.01,27.5,32.28,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.7412822959408498,4.3812005574289214,Falling,54.25505714036942,59.050571256235685,Strong,17.966159871385617,True,0.5775043353065129,,0.0,,,False,5.899999999999999,Bullish,Unknown,31.11,25.21,5.899999999999999,4.560000000000002,4.029999999999998,-0.6000000000000014,-0.40000000000000213,23.403411344704477,16.497829232995667,14.564510299963851,-1.8587360594795581,-1.2391573729863758,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,26,True,1.4909,2.65,6.51,152.79,148.93,2.43
VZ,2025-12-29 07:34:19.181073,2025-12-29,,16.0,16.13,18.16,18.61,19.46,19.4,21.95,22.31,20.95,21.26,20.85,21.64,21.34,22.08,21.37,21.81,21.54,21.93,21.81,22.22,22.14,22.99,22.78,24.09,22.97,24.79,14.67,17.06,17.3,22.47,19.94,19.34,18.65,19.15,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Neutral,-0.12510593488454777,0.3962318298869752,Falling,12.94567459908148,41.26809008273511,Weak,11.702916191468303,True,0.5331624688596038,,0.0,,,False,4.649999999999999,Bidirectional,Unknown,21.95,17.3,4.649999999999999,-1.5199999999999996,0.9100000000000001,2.3900000000000006,2.990000000000002,26.878612716762994,-6.764574988874053,4.563691073219659,12.480417754569194,15.613577023498706,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,11,True,-0.0164,-0.03,0.18,40.57,40.36,1.35
SCHW,2025-12-29 07:34:29.439143,2025-12-29,,18.36,17.83,19.35,19.07,24.72,24.53,28.41,26.9,26.8,25.84,26.44,25.82,26.62,26.02,26.73,26.13,26.88,26.26,27.46,26.69,27.55,27.0,28.57,27.15,28.6,27.12,17.57,16.87,20.34,17.32,20.9,20.87,19.44,19.71,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,4.725232472721866,6.902156170576513,Falling,63.00493201035989,79.10569872210775,Strong,17.724886716656705,True,0.623896047752788,Descending Triangle,64.0,Evening Star,Strong,True,8.07,Bullish,Unknown,28.41,20.34,8.07,9.48,5.540000000000003,7.169999999999998,7.84,39.6755162241888,54.734411085450354,26.50717703349284,36.37747336377472,39.77676306443429,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,24,True,2.4463,4.54,6.51,96.86,94.89,1.78
BA,2025-12-29 07:34:32.556804,2025-12-29,,22.87,23.05,23.54,23.63,24.03,24.15,27.78,28.83,29.65,29.34,30.64,30.22,31.47,30.96,31.39,30.8,32.64,31.73,32.81,32.41,35.08,32.98,35.16,33.01,,,16.18,39.48,36.59,34.57,31.4,29.96,30.08,30.2,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,5.142242424856081,7.315458784399105,Falling,65.51226846053399,68.27743295315122,Strong,15.249605889051123,True,0.5489418966541081,Descending Triangle,64.0,Piercing Line,Moderate,False,-8.810000000000002,Bullish,Unknown,27.78,36.59,8.810000000000002,-4.920000000000002,-0.759999999999998,2.4400000000000013,4.879999999999999,-24.077616835200878,-14.231993057564368,-2.4203821656050897,8.079470198675502,16.15894039735099,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,24,True,5.2808,10.62,14.8,206.76,202.57,1.89
C,2025-12-29 07:34:39.511864,2025-12-29,,22.82,22.56,27.65,27.41,30.06,30.07,29.36,28.9,29.32,28.54,29.78,29.1,30.43,29.78,30.27,29.91,29.84,29.89,30.78,29.89,31.09,30.15,31.45,30.63,32.32,31.02,20.32,18.46,21.48,23.67,22.34,22.87,22.51,24.21,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,5.46399712987322,12.919905089903082,Falling,70.76165134955615,74.72295641986219,Strong,23.95271860402012,True,0.8158282903276608,Double Bottom,70.0,,,False,7.879999999999999,Bullish,Unknown,29.36,21.48,7.879999999999999,5.649999999999999,7.440000000000001,5.629999999999999,6.879999999999999,36.6852886405959,23.869877482044775,33.3034914950761,23.254853366377525,28.41800908715406,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,4.0497,6.13,13.53,112.16,104.76,2.12
PGR,2025-12-29 07:34:43.008602,2025-12-29,,34.42,34.09,30.85,30.52,28.25,28.09,28.34,28.84,23.75,24.6,24.65,25.92,24.47,25.31,24.4,25.01,24.58,25.06,26.11,26.23,27.13,26.9,29.24,28.91,29.37,29.01,20.27,21.56,18.95,24.76,21.83,21.3,21.76,22.26,4.081822878333334,,Inverted,Unknown,Rising,,False,Unknown,Bullish,0.2200200921560948,2.5684154877850536,Falling,24.531239571197496,56.67812925130261,Moderate,17.216963697994856,True,0.6075145976709547,,0.0,Bearish Engulfing,Strong,True,9.39,Bullish,Unknown,28.34,18.95,9.39,-1.0100000000000016,2.8200000000000003,2.3199999999999967,4.869999999999997,49.5514511873351,-4.07915993537965,12.918002748511226,10.422282120395312,21.87780772686432,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,42,True,0.0705,0.54,5.75,227.71,222.5,1.96
AMGN,2025-12-29 07:34:46.487602,2025-12-29,,21.04,20.44,22.71,22.06,23.47,22.94,24.16,23.79,26.01,25.73,25.39,25.07,25.07,24.81,25.57,25.41,25.82,25.56,26.14,25.69,26.69,26.31,27.0,26.19,27.02,26.2,13.7,23.91,22.1,25.95,26.45,26.27,26.57,27.65,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.6890337172360401,3.0099402780668427,Falling,29.797585084116854,63.23653787085544,Strong,14.971795216078904,True,0.6196935105992923,,0.0,,,False,2.0599999999999987,Bullish,Unknown,24.16,22.1,2.0599999999999987,0.060000000000002274,-1.0599999999999987,-1.8299999999999983,-0.9599999999999973,9.321266968325785,0.2312138728323787,-4.007561436672963,-6.618444846292943,-3.4719710669077664,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,6,True,3.2908,2.28,9.68,328.36,320.96,1.7
SHOP,2025-12-29 07:34:49.833388,2025-12-29,,41.66,41.11,42.13,41.62,42.17,41.64,42.05,41.63,53.14,52.4,52.03,51.2,52.65,51.96,53.52,53.01,52.55,51.94,53.43,52.28,53.04,52.01,52.86,50.48,53.17,50.67,25.81,40.94,45.6,47.59,43.82,51.41,49.38,51.18,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.7627181804787875,4.316012364535739,Falling,31.14867673554272,63.84419924718124,Strong,27.449002919333193,True,0.6527705807213602,,0.0,,,False,-3.5500000000000043,Bullish,Unknown,42.05,45.6,3.5500000000000043,5.549999999999997,8.21,1.3699999999999974,1.8599999999999994,-7.785087719298255,11.662113889472572,18.735737106344136,2.676826885502144,3.6342321219226252,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,25,True,2.5274,4.69,7.14,163.71,161.26,3.59
HON,2025-12-29 07:34:53.287124,2025-12-29,,17.84,17.8,18.37,18.29,18.62,18.94,19.59,20.59,22.94,22.64,22.45,22.24,22.5,22.28,23.02,22.59,23.77,23.41,24.4,23.73,26.31,24.93,26.44,25.01,,,15.48,14.75,16.42,23.19,20.49,20.98,20.03,21.66,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,1.0565435769142906,0.8278114987696407,Falling,33.17773785515452,61.973868860034734,Strong,15.569622497643081,True,0.7947739917122553,,0.0,,,False,3.169999999999998,Bullish,Unknown,19.59,16.42,3.169999999999998,-0.25,1.9600000000000009,2.1099999999999994,4.649999999999999,19.305724725943957,-1.0780508840017249,9.565641776476335,9.741458910433977,21.46814404432132,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bullish,Bullish,14,True,0.1684,2.0,1.56,194.88,195.32,1.43
AMAT,2025-12-29 07:34:56.488295,2025-12-29,,34.53,34.79,35.21,35.02,35.78,35.52,37.66,37.44,42.63,42.09,42.63,42.31,43.15,42.75,43.51,43.07,43.18,42.62,43.89,43.1,43.89,42.79,43.51,41.66,43.42,41.55,34.3,31.42,41.01,42.31,40.23,43.63,41.05,42.37,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.011619273455534975,7.742582315297858,Falling,36.57146407713343,44.74361997862303,Strong,26.596627393790296,True,0.7062301485339962,Double Bottom,70.0,,,False,-3.3500000000000014,Bullish,Unknown,37.66,41.01,3.3500000000000014,0.3200000000000003,2.4000000000000057,0.8100000000000023,1.5200000000000031,-8.16873933187028,0.7563223824155052,5.96569724086504,1.911729997639845,3.5874439461883485,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,112,True,1.9358,-0.21,18.62,262.42,243.59,2.84
NEE,2025-12-29 07:34:59.616508,2025-12-29,,21.3,20.4,21.53,20.59,22.89,22.15,24.97,24.16,23.63,24.1,24.5,24.65,24.94,24.69,25.2,24.71,25.33,24.81,25.37,25.37,26.93,26.91,26.99,26.95,,,13.29,19.27,19.37,20.12,20.58,22.28,23.29,25.67,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-0.7158847866056878,-2.105053082113372,Falling,45.199338238548556,52.311597704788724,Strong,13.39285233009044,True,0.5363577224705823,,0.0,,,False,5.599999999999998,Bearish,Unknown,24.97,19.37,5.599999999999998,3.509999999999998,3.9200000000000017,-0.3400000000000034,1.259999999999998,28.91068662880742,17.445328031809133,19.047619047619058,-1.3245033112582913,4.908453447604199,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,21,True,-0.2075,-0.6,-1.76,81.51,82.67,1.66
DHR,2025-12-29 07:35:02.562571,2025-12-29,,19.3,19.24,21.0,21.27,22.43,22.62,27.21,27.1,26.22,25.89,25.9,25.6,25.87,25.46,26.81,25.98,27.37,26.37,28.09,27.21,28.69,27.56,30.41,28.62,30.5,28.68,21.13,20.58,20.47,23.22,28.8,28.79,27.26,30.45,4.081822878333334,,Mixed,Unknown,Stable,,False,Unknown,Bullish,1.5768034722209834,3.904674578331896,Falling,16.28527701250706,59.31360420973101,Moderate,15.486293896083128,True,0.569139797724481,,0.0,,,False,6.740000000000002,Bullish,Unknown,27.21,20.47,6.740000000000002,3.0,-2.900000000000002,-3.0799999999999983,-1.759999999999998,32.926233512457266,12.919896640826876,-10.069444444444452,-10.114942528735627,-5.779967159277498,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,88,True,2.8843,3.64,8.73,227.0,221.92,1.8
MU,2025-12-29 07:35:05.603194,2025-12-29,,51.42,51.69,52.59,52.87,53.81,53.91,55.22,54.44,58.95,58.51,62.76,62.12,63.23,62.58,63.13,62.56,63.36,62.74,63.33,62.74,63.79,62.8,64.14,61.99,64.32,62.04,79.31,63.3,71.54,65.86,60.96,57.4,53.27,53.25,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,15.014677840051007,23.15854267510649,Falling,30.258946747716983,67.73936767453334,Strong,68.03955107989368,True,1.2321541303856154,,0.0,,,False,-16.320000000000007,Bullish,Unknown,55.22,71.54,16.320000000000007,-6.909999999999997,1.7999999999999972,10.11,10.54,-22.812412636287398,-10.491952626784082,2.9527559055118067,18.985915492957744,19.793427230046948,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,129,True,20.1649,37.97,54.72,253.31,236.56,5.2
UNP,2025-12-29 07:35:09.087233,2025-12-29,,19.12,18.51,18.83,18.54,19.41,19.53,22.42,21.72,21.88,21.63,22.16,21.72,22.47,21.81,22.39,21.89,22.35,22.09,23.05,22.7,23.56,22.72,24.98,23.94,24.96,23.9,14.98,15.12,15.9,16.72,16.08,18.0,17.39,19.25,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-0.2715299412052975,3.358133621550121,Falling,28.93766395896187,47.611399420767114,Strong,11.864964375699111,True,0.5292133976672218,,0.0,,,False,6.520000000000001,Bidirectional,Unknown,22.42,15.9,6.520000000000001,5.16,6.080000000000002,3.1000000000000014,4.309999999999999,41.00628930817611,30.861244019138763,37.81094527363186,16.103896103896112,22.389610389610386,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,-0.6072,-0.58,7.67,234.89,226.64,1.46
GILD,2025-12-29 07:35:12.787135,2025-12-29,,24.73,24.61,25.53,25.6,26.36,26.24,26.51,26.03,28.4,28.7,28.39,28.7,29.01,28.81,29.18,28.75,29.11,28.62,29.17,28.73,29.27,28.59,30.12,29.2,30.01,28.03,22.12,21.18,21.73,23.64,22.76,26.35,25.58,28.42,4.081822878333334,,Flat,Unknown,Stable,,False,Unknown,Bullish,1.9251869146772294,1.9566050031181546,Falling,37.81432126512032,61.72695035157764,Strong,17.20914984501768,True,0.6491569160700746,Double Bottom,70.0,,,False,4.780000000000001,Bullish,Unknown,26.51,21.73,4.780000000000001,4.759999999999998,5.629999999999999,0.6899999999999977,0.8499999999999979,21.997238840312935,20.135363790186116,24.73637961335676,2.4278676988036514,2.990851513018993,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,7,True,1.6989,2.34,2.38,122.23,122.19,2.24
TJX,2025-12-29 07:35:16.321846,2025-12-29,,17.61,18.53,17.45,17.77,17.38,16.98,18.36,17.62,18.56,18.39,20.9,20.11,20.89,20.18,21.26,20.48,21.33,20.54,21.84,20.83,22.26,21.47,23.54,21.89,23.6,21.91,10.9,12.12,15.43,15.99,15.24,15.33,15.59,16.37,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,1.1035371856372866,4.941449713675209,Falling,56.47860152305102,60.61124379599634,Strong,11.31220283782744,True,0.6161330521692506,,0.0,,,False,2.9299999999999997,Bullish,Unknown,18.36,15.43,2.9299999999999997,2.5699999999999985,5.659999999999998,4.959999999999997,5.890000000000001,18.988982501620217,16.072545340838015,37.139107611548546,30.29932803909589,35.98045204642639,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,54,True,0.9064,1.73,7.38,154.48,148.83,1.14
COF,2025-12-29 07:35:26.521425,2025-12-29,,22.08,20.54,22.68,21.83,27.71,26.72,31.44,29.86,29.29,28.13,29.66,28.78,29.87,29.05,29.99,29.21,30.15,29.37,30.77,29.93,31.21,30.44,32.6,31.23,32.65,31.27,11.32,13.19,25.27,27.51,26.85,26.54,26.18,29.3,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.577460049918347,9.81587535937762,Falling,91.4609729429791,76.99756207884634,Strong,13.29497351145488,True,0.42286811423202547,,0.0,,,False,6.170000000000002,Bullish,Unknown,31.44,25.27,6.170000000000002,1.7799999999999976,2.8099999999999987,0.8499999999999979,1.9100000000000001,24.416303917688968,6.470374409305697,10.465549348230907,2.9010238907849755,6.518771331058021,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,28,True,4.4231,8.43,21.93,237.69,224.19,1.84
PANW,2025-12-29 07:35:29.495325,2025-12-29,,27.2,25.85,27.03,26.09,27.09,26.4,27.63,26.73,33.49,33.13,33.55,33.05,32.77,32.14,33.54,32.99,34.76,34.15,36.11,35.19,36.86,35.69,38.02,36.25,38.41,36.33,23.25,23.68,30.99,29.15,25.98,31.01,29.73,30.97,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-1.7338150240359556,-6.818535252412518,Falling,17.897866888145096,34.736455188152235,Moderate,22.950877093713583,True,0.8306506367612589,,0.0,,,False,-3.3599999999999994,Bearish,Unknown,27.63,30.99,3.3599999999999994,4.340000000000003,7.569999999999997,3.789999999999999,5.890000000000001,-10.84220716360116,14.888507718696411,29.137798306389517,12.237649338069097,19.018404907975462,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bearish,Bearish,46,True,-0.5328,-3.3,-13.67,190.01,200.38,1.92
