Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type_x,Regime_x,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime_y,EMA_Signal,Signal_Type_y,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Signal_Type,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Regime,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level
CHTR,2025-08-25 07:26:03.042991,32.57,1.47,34.11,2.94,37.88,36.73,70.06,69.56,33.77,2.67,34.41,3.24,37.88,36.73,57.86,57.36,34.63,-1.31,34.55,0.37,34.56,34.41,50.23,49.78,34.01,0.25,33.84,0.1,37.25,36.66,44.79,43.88,35.76,0.17,35.9,1.02,38.66,36.99,38.62,37.45,38.83,-0.39,38.6,0.5,42.22,40.96,37.87,36.7,40.12,-0.72,39.5,-0.13,44.12,43.17,37.49,36.32,40.21,0.02,38.46,-2.23,43.41,42.31,37.26,36.05,40.65,0.14,39.36,-0.42,43.61,42.8,36.92,35.27,40.85,-0.09,40.21,0.63,44.18,43.04,37.38,35.49,40.79,-0.4,40.08,0.06,44.36,43.0,37.41,35.24,42.29,-0.15,39.88,-0.44,44.25,42.25,38.12,35.06,42.45,-0.19,39.85,-0.62,44.25,42.25,38.12,35.06,25.25,36.48,68.22,52.38,49.88,48.8,45.59,44.53,8/25/25,3014.2655609272224,0.0,Contango,Falling,Falling,4.516114357375032,False,Compression,Neutral,0.7969963167184633,-4.069496733612392,Falling,40.0778862799176,53.12120842211174,Strong,20.758900673053315,True,0.610376379684014,,0.0,,,False,-34.21,Bidirectional,Compression,34.01,68.22,34.21,-16.620000000000005,-11.050000000000004,-3.8800000000000026,-3.740000000000002,-50.14658457930226,-31.729667812142047,-22.153167602245396,-8.713227037951949,-8.398832247922753,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,74,True,-0.1986,1.64,-8.79,205.52,215.95,2.57,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-3.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-34.2, gap_60d=-16.6, gap_180d=-3.9, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
SYK,2025-08-25 07:26:04.707967,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.6,1.11,18.3,0.48,17.89,18.26,22.77,22.53,19.28,0.97,18.46,0.16,18.18,17.95,21.63,21.18,20.08,0.76,19.37,-0.01,19.84,19.17,21.47,21.0,20.41,0.58,19.8,-0.1,20.74,19.86,21.38,20.91,20.42,0.18,20.04,-0.04,20.31,19.88,21.33,20.85,20.99,0.37,20.26,-0.22,20.69,20.32,21.23,20.86,21.53,0.32,20.77,-0.27,21.67,21.0,22.18,21.59,22.0,0.3,21.05,-0.18,22.17,21.12,22.67,21.7,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,19.37,22.44,20.69,17.02,18.2,24.35,23.1,22.84,8/25/25,3014.2655609272224,14.549180327868873,Flat,Stable,Falling,2.1527088877866305,False,Low Vol,Bearish,-1.0058150937905723,-2.734323471736859,Falling,32.80098891777418,35.27641960319701,Strong,7.6105432455772,True,0.4091689916976989,,0.0,,,False,-2.09,Bearish,Low Vol,18.6,20.69,2.09,2.2600000000000016,1.879999999999999,-1.8500000000000014,-0.8399999999999999,-10.101498308361526,13.27849588719155,10.329670329670325,-8.099824868651496,-3.6777583187390537,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Ranging,Bearish,Bearish,21,True,-0.0251,-3.6,-9.96,357.82,364.18,1.64,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,14.549180327868873,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=15, gap_180d=-1.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-2.1, gap_60d=2.3, gap_180d=-1.9, IV_Rank=15",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
ELV,2025-08-25 07:26:09.085851,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,35.03,1.68,34.97,1.58,34.28,35.52,36.54,35.27,37.92,1.49,37.07,2.18,39.09,39.63,36.18,35.01,38.93,0.28,38.09,0.23,38.76,40.2,38.78,37.19,36.98,0.17,36.9,0.14,38.18,38.2,38.75,37.14,37.35,-0.63,37.06,0.49,37.47,37.4,38.71,37.09,37.6,-0.17,37.21,0.43,37.43,36.37,38.24,36.63,37.35,-0.58,36.89,0.53,37.56,35.58,38.22,36.77,37.35,-0.5,36.42,0.29,37.57,36.15,38.52,37.0,37.82,-0.45,36.42,0.87,38.57,36.69,38.9,35.92,37.82,-0.45,36.42,0.87,38.57,36.69,38.9,35.92,26.24,31.16,58.97,50.01,48.47,44.68,41.84,39.48,8/25/25,3014.2655609272224,33.18584070796463,Flat,Stable,Falling,0.9398699673654617,False,Compression,Bullish,2.4454474503869372,4.976472418602667,Falling,22.554107471898,64.6320990605235,Moderate,20.199414359609015,True,0.5766318686728237,Ascending Triangle,63.0,Bullish Engulfing,Strong,True,-23.939999999999998,Bullish,Compression,35.03,58.97,23.939999999999998,-12.089999999999996,-9.54,-1.8799999999999955,-2.1299999999999955,-40.59691368492454,-24.175164967006594,-19.682277697544873,-4.76190476190475,-5.39513677811549,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,Ranging,Bullish,Bullish,30,True,0.2913,8.35,16.59,341.53,333.29,2.66,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,33.18584070796463,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=33, gap_180d=-1.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-23.9, gap_60d=-12.1, gap_180d=-1.9, IV_Rank=33",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
PWR,2025-08-25 07:26:12.020848,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.08,1.03,30.89,0.88,30.31,30.57,39.27,39.13,32.69,1.45,32.06,1.52,30.77,31.18,35.69,35.67,35.38,0.23,34.72,0.75,33.84,34.13,34.11,34.64,34.56,0.46,33.84,0.57,33.9,33.92,35.48,35.14,34.24,0.72,33.44,0.59,33.45,33.24,34.73,34.33,34.59,0.39,33.59,0.56,33.57,32.89,34.31,33.86,34.3,0.45,33.48,0.52,33.72,32.75,34.47,33.84,34.51,0.49,33.27,0.19,33.95,32.76,34.41,33.69,34.97,0.47,33.33,-0.03,34.42,32.94,34.81,33.73,34.97,0.47,33.33,-0.03,34.42,32.94,34.81,33.73,21.74,19.22,23.29,22.19,29.67,36.52,45.55,43.49,8/25/25,3014.2655609272224,19.75446428571427,Flat,Rising,Falling,3.874569510137727,False,Compression,Bearish,-2.9090016218777603,-2.2713792128021337,Falling,31.437527026540682,35.71647422400855,Strong,44.64836946646268,True,1.3917820906004577,,0.0,,,False,8.79,Bearish,Compression,32.08,23.29,8.79,10.499999999999996,5.710000000000001,-8.899999999999999,-8.980000000000004,37.7415199656505,47.318611987381686,19.245028648466466,-20.464474591860192,-20.648424925270184,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Neutral,Bearish,Bearish,10,True,-1.248,-12.96,-10.06,445.63,442.73,3.11,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,19.75446428571427,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=20, gap_180d=-8.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=8.8, gap_60d=10.5, gap_180d=-8.9, IV_Rank=20",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
HCA,2025-08-25 07:26:13.332274,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.55,0.63,21.45,0.64,21.6,21.75,34.93,35.15,23.13,0.81,23.04,1.49,21.93,21.82,30.0,30.11,25.88,0.36,25.45,0.66,25.08,25.12,28.67,28.73,25.56,0.33,25.12,0.31,25.35,25.12,29.15,29.0,25.59,0.13,24.81,-0.27,25.56,25.1,29.41,29.12,26.59,-0.22,25.79,-0.47,26.75,26.1,29.02,28.43,28.3,-0.07,27.41,-0.31,28.15,27.4,29.81,28.95,29.17,0.08,28.02,-0.26,28.96,27.91,30.1,29.11,29.42,0.01,28.26,-0.17,29.52,28.12,30.61,29.21,29.42,0.01,28.26,-0.17,29.52,28.12,30.61,29.21,18.51,17.86,27.25,22.92,26.46,27.02,29.69,28.42,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,6.295640466933359,False,High Vol,Neutral,-0.9040421597993226,1.0519087175781938,Falling,48.30039615591528,44.08056071354335,Strong,15.482241271547792,True,0.7184334696773917,Ascending Triangle,63.0,,,False,-5.699999999999999,Bidirectional,High Vol,21.55,27.25,5.699999999999999,0.2099999999999973,-0.5800000000000018,-1.8300000000000018,0.75,-20.917431192660548,0.9162303664921347,-2.1919879062736274,-6.439127375087972,2.638986629134412,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,10,True,-0.5361,-4.35,4.97,481.48,472.16,2.29,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-1.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-5.7, gap_60d=0.2, gap_180d=-1.8, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
CSL,2025-08-25 07:26:14.730960,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.18,-0.07,27.94,1.22,29.06,26.58,32.66,31.63,29.07,-0.06,28.57,0.52,29.3,27.15,28.61,27.87,30.67,-0.15,30.21,0.41,30.78,28.66,28.51,27.68,31.37,-0.24,30.91,0.29,31.61,29.49,28.46,27.59,31.42,-0.28,30.83,0.21,31.88,29.76,28.44,27.54,31.45,-0.3,30.78,0.15,32.02,29.9,28.67,27.76,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,42.52,64.49,56.11,43.18,38.91,39.13,38.44,36.6,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,1.9380631797980385,False,Low Vol,Bullish,1.0088057482727506,2.336352827902058,Falling,62.95179226221575,58.161278077602276,Strong,12.06745756509806,True,0.4282277347444308,,0.0,,,False,-27.93,Bullish,Low Vol,28.18,56.11,27.93,-14.11,-8.239999999999995,-5.150000000000002,-5.130000000000003,-49.7772233113527,-32.677165354330704,-21.177075301978913,-14.071038251366124,-14.016393442622958,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bullish,Bullish,22,True,1.0018,3.3,7.54,327.02,322.78,2.31,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-5.2)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-27.9, gap_60d=-14.1, gap_180d=-5.2, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
HD,2025-08-25 07:26:16.430128,18.62,2.43,18.61,2.4,29.69,29.89,23.5,22.46,18.66,2.47,18.57,2.36,29.69,29.89,22.91,21.65,18.76,1.45,18.58,1.11,25.86,25.89,22.15,20.93,19.06,0.96,18.91,1.09,23.83,24.48,26.74,26.07,19.9,0.83,19.49,0.86,22.12,22.36,25.02,23.84,21.29,0.49,20.83,0.3,23.1,22.8,24.26,23.25,21.09,0.13,20.59,0.18,22.98,22.54,25.1,23.49,21.06,0.02,20.54,0.23,22.68,22.24,24.82,23.22,21.38,0.22,20.82,0.66,22.74,21.75,24.53,23.01,22.41,0.21,21.77,0.57,23.52,22.21,24.72,23.15,22.76,0.06,21.94,0.61,23.66,22.34,24.66,23.03,23.65,-0.12,22.63,0.44,24.7,23.03,25.85,23.68,23.65,-0.12,22.63,0.44,24.7,23.03,25.85,23.68,33.18,25.9,24.62,20.97,21.39,25.15,24.68,24.03,8/25/25,3014.2655609272224,0.0,Flat,Falling,Rising,3.1658490172464004,False,Compression,Bearish,-0.6464172846382563,-3.200651322904978,Falling,34.10448616387022,45.53853370264859,Strong,18.87759572832885,True,0.9904299962397088,,0.0,,,False,-5.560000000000002,Bearish,Compression,19.06,24.62,5.560000000000002,-1.0700000000000003,-0.10000000000000142,-2.650000000000002,-1.2699999999999996,-22.58326563769294,-5.102527420123988,-0.467508181393181,-11.027881814398677,-5.285060341240114,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,Trending,Bearish,Bearish,88,True,-3.0394,-2.28,-11.57,352.06,361.35,2.14,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-2.7)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-5.6, gap_60d=-1.1, gap_180d=-2.7, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
LPLA,2025-08-25 07:26:17.595152,31.35,0.69,30.55,0.48,32.01,31.14,39.04,38.9,31.35,0.69,30.55,0.48,32.01,31.14,39.04,38.9,31.35,0.69,30.55,0.48,32.01,31.14,39.04,38.9,31.27,0.55,30.6,0.48,32.01,31.14,37.31,36.97,31.53,0.18,31.01,0.41,32.2,31.04,34.32,33.61,32.6,0.34,31.77,0.3,32.58,31.66,33.7,32.89,33.03,0.35,32.08,0.21,32.8,32.02,33.47,32.78,32.83,0.56,31.99,0.47,32.29,31.46,33.31,32.69,33.02,0.45,32.1,0.28,32.58,31.65,32.68,32.22,33.23,0.31,32.24,0.06,33.15,32.07,32.68,32.22,33.23,0.31,32.24,0.06,33.15,32.07,32.68,32.22,33.23,0.31,32.24,0.06,33.15,32.07,32.68,32.22,33.23,0.31,32.24,0.06,33.15,32.07,32.68,32.22,29.97,35.71,34.56,30.74,31.74,42.69,39.79,37.18,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,2.689882277473621,False,Low Vol,Bullish,0.9582851897399655,3.1632515145257485,Falling,28.508985587681412,50.72027634390228,Strong,30.401503839585054,True,0.9722258982918149,,0.0,,,False,-3.2900000000000027,Bullish,Low Vol,31.27,34.56,3.2900000000000027,0.7900000000000027,0.860000000000003,-4.159999999999997,-3.950000000000003,-9.519675925925933,2.5699414443721627,2.7095148078134943,-11.18881118881118,-10.623991393222171,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Trending,Bullish,Bullish,23,True,4.2453,3.53,11.41,368.63,360.75,2.73,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-4.2)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.3, gap_60d=0.8, gap_180d=-4.2, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
ETN,2025-08-25 07:26:18.967446,25.27,1.82,25.32,2.0,27.19,27.07,33.48,31.54,25.4,1.95,24.91,1.59,27.19,27.07,35.95,35.67,25.7,0.99,25.17,1.21,24.24,24.84,34.59,34.52,25.53,0.51,25.17,0.16,24.56,24.76,30.84,32.03,26.4,0.74,25.9,0.77,25.24,25.05,28.21,28.47,27.06,0.54,26.51,0.51,26.22,25.91,26.71,27.73,27.38,0.45,26.81,0.39,26.74,26.38,26.95,27.57,27.62,0.42,27.02,0.35,27.05,26.66,27.09,27.48,27.95,0.37,27.23,0.47,27.49,26.8,27.2,27.41,27.86,0.18,27.3,0.21,27.8,26.83,27.54,27.2,28.3,0.27,27.47,0.11,28.32,27.14,27.53,27.07,28.93,0.25,27.65,0.06,29.08,27.73,27.81,27.14,28.93,0.25,27.65,0.06,29.08,27.73,27.81,27.14,14.13,29.42,30.43,27.18,27.64,37.99,43.15,40.29,8/25/25,3014.2655609272224,15.4458598726115,Flat,Stable,Falling,2.76034216880605,False,Low Vol,Bearish,-3.1586066434858457,-8.425727375318527,Falling,25.10377905650217,38.69178533872779,Strong,34.35871681348494,True,1.3458173448290223,,0.0,,,False,-4.899999999999999,Bearish,Low Vol,25.53,30.43,4.899999999999999,-0.7800000000000011,-0.5800000000000018,-12.34,-11.989999999999998,-16.10253039763391,-2.8697571743929404,-2.0984081041968228,-30.627947381484237,-29.75924547034003,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,44,True,-3.0923,-10.51,-29.64,332.68,351.81,2.72,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,15.4458598726115,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=15, gap_180d=-12.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.9, gap_60d=-0.8, gap_180d=-12.3, IV_Rank=15",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
AON,2025-08-25 07:26:21.202321,19.13,2.84,18.75,1.9,18.74,18.6,27.43,27.32,19.13,2.84,18.75,1.9,18.74,18.6,27.43,27.32,19.13,2.84,18.75,1.9,18.74,18.6,27.43,27.32,19.4,2.9,18.91,1.79,18.74,18.6,26.19,25.83,20.61,2.3,19.91,0.73,18.4,18.52,24.01,23.23,21.95,1.54,21.31,0.42,20.88,20.88,23.27,22.92,21.16,0.57,20.33,0.11,21.14,20.75,23.02,22.74,20.92,0.97,20.17,0.22,20.64,20.59,22.86,22.61,21.29,0.81,20.43,-0.01,20.84,20.61,22.55,22.26,21.72,0.61,20.73,-0.28,21.24,20.65,22.55,22.26,21.72,0.61,20.73,-0.28,21.24,20.65,22.55,22.26,21.72,0.61,20.73,-0.28,21.24,20.65,22.55,22.26,21.72,0.61,20.73,-0.28,21.24,20.65,22.55,22.26,17.45,21.54,23.59,21.88,26.15,25.75,24.02,23.06,8/25/25,3014.2655609272224,8.859060402684563,Flat,Stable,Falling,3.367197977877486,False,Compression,Bullish,1.833224365478883,3.034853390229387,Falling,13.227579956677712,65.10153070876284,Weak,13.343213356096072,True,0.6877945028915502,,0.0,,,False,-4.190000000000001,Bullish,Compression,19.4,23.59,4.190000000000001,-1.2699999999999996,-4.199999999999999,-1.7699999999999996,-1.3399999999999999,-17.76176345909284,-5.804387568555757,-16.061185468451242,-7.675628794449262,-5.810928013876842,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,14,True,3.4772,6.42,10.5,350.23,346.15,1.49,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,8.859060402684563,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=9, gap_180d=-1.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.2, gap_60d=-1.3, gap_180d=-1.8, IV_Rank=9",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
WAT,2025-08-25 07:26:22.694991,29.7,1.99,29.09,1.23,29.63,28.66,38.62,37.11,29.7,1.99,29.09,1.23,29.63,28.66,38.62,37.11,29.7,1.99,29.09,1.23,29.63,28.66,38.62,37.11,29.3,1.18,28.61,0.46,29.63,28.66,37.48,36.06,29.31,-1.31,28.43,-1.51,30.37,30.48,35.36,34.14,31.35,0.93,30.44,0.72,31.11,30.77,33.12,32.34,31.32,0.93,30.36,0.37,31.54,30.9,31.94,31.4,31.3,0.92,30.31,0.15,31.81,30.98,32.12,31.14,31.29,0.92,30.28,0.01,31.99,31.04,32.26,30.97,31.29,0.92,30.28,0.0,32.03,31.05,32.37,30.84,31.29,0.92,30.28,0.0,32.03,31.05,32.37,30.84,31.29,0.92,30.28,0.0,32.03,31.05,32.37,30.84,31.29,0.92,30.28,0.0,32.03,31.05,32.37,30.84,35.87,31.26,54.89,41.14,40.11,43.47,40.77,38.7,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,3.780708340450972,False,Compression,Neutral,-0.6862138220843603,2.71290109179478,Falling,39.369807238430084,41.18123256054291,Strong,16.209864082445513,True,0.5532376819947274,Ascending Triangle,63.0,,,False,-25.59,Bidirectional,Compression,29.3,54.89,25.59,-11.830000000000002,-8.759999999999998,-7.410000000000004,-7.410000000000004,-46.62051375478229,-28.755469129800687,-21.83994016454749,-19.147286821705436,-19.147286821705436,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,9,True,1.1207,-2.67,10.2,388.73,375.86,2.14,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-7.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-25.6, gap_60d=-11.8, gap_180d=-7.4, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
