Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,IV30_Call,HV30,IVHV_gap_30D,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime,EMA_Signal,Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20,Price_vs_SMA50,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Primary_Strategy,Secondary_Strategy,Strategy_Type,Confidence,Success_Probability,Trade_Bias,Entry_Priority,Risk_Level,Strategy_Tier,EXECUTABLE,Dollar_Allocation,Max_Position_Risk,Num_Contracts,Risk_Reward_Ratio,Portfolio_Weight,Risk_Per_Contract,Sizing_Method,Position_Valid,Min_DTE,Max_DTE,Preferred_DTE,Timeframe_Label,Timeframe_Rationale,Contract_Selection_Status,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Option_Type,Total_Debit,Total_Credit,Liquidity_Score,Open_Interest,Bid_Ask_Spread_Pct,Actual_Risk_Per_Contract,Risk_Model,Structure_Simplified,Contract_Intent,Pre_Filter_Status,Filter_Reason,PCS_Score,Execution_Ready,PCS_Final,Best_Strategy,Leg_Count,Capital_Allocation_Recommended,Contracts_Recommended
LLY,2025-08-25 07:24:30.589403,26.24,0.87,25.7,0.65,33.18,32.64,34.09,34.11,26.42,1.05,25.89,0.84,33.18,32.64,49.19,48.91,26.7,-0.04,26.17,0.05,32.08,31.52,50.06,49.2,26.92,-0.3,26.36,-0.45,31.32,30.41,45.6,46.24,29.36,0.08,28.91,0.05,32.07,31.06,40.38,39.91,32.44,0.12,32.1,0.46,35.26,34.13,38.42,37.67,32.09,0.17,31.08,0.27,35.15,34.1,38.98,38.0,31.92,-0.17,31.12,0.19,34.61,33.5,38.05,37.42,32.35,-0.18,31.8,0.39,35.17,34.13,37.06,36.0,32.97,0.17,31.98,0.24,34.99,33.36,36.39,35.32,33.32,0.18,32.1,0.09,34.99,33.19,35.83,34.67,34.07,0.34,32.34,-0.19,35.17,33.2,34.91,33.32,34.07,0.34,32.34,-0.19,35.17,33.2,34.91,33.32,21.49,65.09,56.88,43.19,51.4,49.07,45.83,43.54,8/25/25,2986.466742547222,0.0,Contango,Falling,Falling,26.92,56.88,-29.96,29.96,-13.829999999999998,-18.96,-11.189999999999998,-10.219999999999999,-52.67229254571026,-32.02130122713591,-36.887159533073934,-25.70050528249885,-23.472668810289388,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,87,True,18.3787,35.87,102.38,1041.88,975.37,2.53,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.586625,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[920.0],"[""LLY260320C00920000""]",call,36950.0,0.0,49.84570551019585,65,2.8826355525051475,18475.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.95371165305875,True,75.95371165305875,Long Call,1,36950.0,1.0
DUOL,2025-08-25 07:25:55.671191,54.51,4.7,55.08,5.5,52.88,52.48,87.82,87.26,56.73,6.91,56.24,6.66,52.88,52.48,87.82,87.26,57.74,3.89,56.92,4.35,50.72,50.38,87.82,87.26,57.07,1.9,57.16,3.14,53.85,52.65,81.11,80.29,59.9,2.86,59.82,3.92,54.99,54.06,68.64,67.23,66.45,0.59,66.36,1.71,63.27,62.19,64.37,62.73,63.24,0.25,62.81,0.83,62.61,61.76,65.95,64.65,61.58,0.4,61.0,0.75,60.68,60.06,63.11,61.72,61.77,0.48,61.28,1.31,60.88,59.51,61.19,59.68,64.65,0.51,63.61,0.79,63.83,62.46,61.44,59.57,64.19,0.55,62.87,0.66,64.51,62.81,60.65,58.97,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,95.06,90.28,75.84,58.86,63.35,68.05,69.94,66.23,8/25/25,2986.466742547222,11.812179016874538,Contango,Rising,Rising,57.07,75.84,-18.770000000000003,18.770000000000003,1.0399999999999991,3.1000000000000014,-4.460000000000001,-2.0400000000000063,-24.749472573839665,1.7669045191980957,4.893449092344122,-6.734108410086065,-3.0801751472142627,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,63,True,-4.3148,-8.2,-37.45,189.86,219.11,5.11,True,True,True,Age_16_plus,Long Put,Covered Call (if holding stock),Directional,65.0,0.586625,Bearish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[200.0],"[""DUOL260320P00200000""]",put,7300.0,0.0,49.47420765319624,187,4.481792717086838,3650.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.84226229595888,True,75.84226229595888,Long Put,1,7300.0,1.0
AMAT,2025-08-25 07:31:24.096860,29.34,1.75,29.29,1.77,35.93,34.94,36.56,35.36,29.5,1.92,29.17,1.65,35.93,34.94,34.35,33.54,29.61,1.59,29.12,0.83,34.14,33.28,37.67,36.41,29.75,0.23,29.47,0.42,33.83,33.01,36.26,35.76,31.73,0.57,31.37,0.8,33.7,32.9,34.61,33.48,34.03,-0.02,33.77,0.57,35.48,34.64,34.26,33.12,33.53,-0.14,33.09,0.28,35.08,34.41,35.12,34.21,33.42,-0.09,32.78,0.26,35.27,33.81,34.81,33.88,33.99,-0.24,33.29,0.03,35.74,34.15,35.34,33.46,34.93,-0.79,33.96,-0.28,36.65,34.67,35.83,34.36,34.96,-0.53,34.02,-0.51,36.72,35.09,35.97,34.57,36.06,-0.35,34.52,-0.21,37.37,35.02,37.1,35.13,36.77,0.19,34.7,-0.18,37.42,35.05,37.35,35.29,79.43,61.07,50.88,41.74,41.62,49.15,48.68,46.54,8/25/25,2986.466742547222,0.0,Flat,Falling,Rising,29.75,50.88,-21.130000000000003,21.130000000000003,-10.010000000000002,-7.589999999999996,-12.549999999999997,-11.579999999999998,-41.52908805031446,-23.981792045999047,-18.236424795771256,-26.966050709067463,-24.881822088525997,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Neutral,Bullish,Bullish,108,True,1.6197,-0.02,19.0,261.92,242.9,2.87,True,True,True,Age_16_plus,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[210.0, 210.0]","[""AMAT260320C00210000"", ""AMAT260320P00210000""]",mixed,18915.0,0.0,49.348455595748995,2689,6.143509719582539,6305.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.8045366787247,True,75.8045366787247,Long Straddle,1,18915.0,1.0
SNPS,2025-08-25 07:25:20.232723,29.88,-0.88,30.72,1.13,31.27,29.95,32.79,30.34,37.17,6.4,37.65,8.05,31.27,29.95,32.79,30.34,41.22,1.71,41.33,1.84,29.14,26.72,32.79,30.34,38.8,0.49,38.51,1.68,37.98,36.75,33.84,32.15,35.41,0.77,34.73,1.28,33.74,33.25,35.47,34.85,36.05,1.02,35.27,1.17,35.18,33.94,35.81,35.05,36.08,0.89,35.35,0.96,36.09,34.45,35.99,35.15,34.97,0.14,34.56,1.0,35.19,33.91,36.06,35.2,35.43,0.39,34.68,0.84,35.18,33.97,35.55,35.02,35.0,0.22,34.22,0.47,35.38,34.21,36.05,35.12,34.91,0.43,33.87,0.09,35.57,34.24,36.11,34.98,35.4,0.34,33.57,-0.43,35.58,34.16,36.24,34.69,35.4,0.34,33.57,-0.43,35.58,34.16,36.24,34.69,20.63,34.29,33.74,30.47,34.86,40.03,40.22,41.42,8/25/25,2986.466742547222,100.0,Mixed,Stable,Falling,38.8,33.74,5.059999999999995,5.059999999999995,4.939999999999998,1.1899999999999977,-5.990000000000002,-6.510000000000005,14.99703615886187,16.21266819822776,3.4136546184738896,-14.461612747464997,-15.7170449058426,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,24,True,10.7542,15.0,39.5,462.14,437.64,3.0,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[470.0],"[""SNPS260320C00470000""]",call,8920.0,0.0,48.7918579218999,190,6.004618937644345,4460.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.63755737656997,True,75.63755737656997,Long Call,1,8920.0,1.0
GE,2025-08-25 07:26:56.737585,27.61,1.71,26.74,0.23,26.55,27.48,28.09,27.54,27.42,1.51,26.66,0.15,26.55,27.48,27.85,27.11,27.11,1.76,26.67,0.43,26.44,26.33,27.99,27.35,27.25,0.67,26.96,0.28,25.92,26.01,28.48,27.76,30.01,0.93,29.54,0.67,27.73,27.45,28.49,27.69,32.43,0.66,31.77,0.35,30.87,30.29,29.34,28.46,31.78,0.41,30.92,0.07,31.23,30.58,31.03,30.28,31.55,0.14,30.67,-0.35,31.12,30.17,31.59,30.08,31.99,0.05,31.17,-0.35,31.52,30.66,31.29,30.0,33.13,0.06,32.04,-0.22,32.65,31.42,32.4,31.43,33.33,0.66,31.7,-0.06,32.61,31.41,32.59,31.38,32.97,0.16,31.38,-0.3,33.06,31.62,33.13,31.86,32.97,0.16,31.38,-0.3,33.06,31.62,33.13,31.86,23.62,21.01,22.31,23.09,24.37,35.22,34.33,33.51,8/25/25,2986.466742547222,51.95312499999996,Mixed,Rising,Rising,27.25,22.31,4.940000000000001,4.940000000000001,6.920000000000002,8.059999999999999,-1.5199999999999996,-0.17999999999999972,22.142536978933222,29.96968384582071,33.07345096430036,-4.53595941509997,-0.5371530886302588,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,8,True,10.6531,17.75,14.1,297.39,301.04,2.27,True,True,True,Age_6_15,Long Call,Cash-Secured Put,Directional,70.0,0.7,Bullish,High,Medium,1,True,156.91548980049316,156.91548980049316,2,2.33,0.15691548980049316,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[270.0],"[""GE260320C00270000""]",call,10670.0,0.0,48.097528181883426,230,5.389797882579411,5335.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.42925845456503,True,75.42925845456503,Long Call,1,10670.0,1.0
LMT,2025-08-25 07:25:32.790589,19.87,1.97,20.53,4.23,21.94,20.83,22.03,21.93,19.58,1.67,19.87,3.56,21.94,20.83,23.06,22.42,19.49,0.69,19.22,1.66,20.98,19.79,22.77,22.05,19.58,0.52,19.22,1.08,20.89,20.57,23.29,22.7,20.53,0.04,20.45,0.71,22.45,21.06,23.45,21.68,22.26,0.01,22.14,1.38,23.51,22.32,24.03,22.37,22.88,-0.16,22.77,1.56,24.04,23.01,24.31,22.71,22.46,-0.3,22.48,1.6,23.8,22.75,24.47,22.9,22.96,-0.5,22.92,1.33,24.22,22.76,24.49,22.84,23.79,-0.56,23.56,0.93,24.69,22.99,25.48,23.49,24.11,-0.44,23.68,0.74,25.05,23.22,25.66,23.75,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,15.82,14.67,36.92,32.36,29.23,30.11,30.98,29.23,8/25/25,2986.466742547222,0.0,Flat,Falling,Falling,19.58,36.92,-17.340000000000003,17.340000000000003,-11.829999999999998,-6.969999999999999,-6.27,-5.120000000000001,-46.966413867822325,-36.55747836835599,-23.845364351693462,-21.45056448853917,-17.516250427642834,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,15,True,7.0393,15.35,13.16,467.68,469.87,2.09,True,True,True,Age_6_15,Long Call,Cash-Secured Put,Directional,70.0,0.6649999999999999,Bullish,High,Medium,1,True,156.91548980049316,156.91548980049316,2,1.99,0.15691548980049316,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[470.0],"[""LMT260320C00470000""]",call,6180.0,0.0,47.55778479878051,269,6.688963210702341,3090.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.26733543963415,True,75.26733543963415,Long Call,1,6180.0,1.0
CLS,2025-08-25 07:32:15.158467,60.04,4.12,57.99,1.97,59.79,58.3,101.66,101.54,59.3,3.38,58.38,2.37,59.79,58.3,90.33,88.32,58.6,0.09,58.35,1.02,58.13,57.51,80.54,77.86,58.09,0.64,57.32,0.41,58.28,57.66,73.83,72.14,61.41,0.98,61.2,1.54,60.56,59.96,65.27,64.88,66.4,-0.14,66.38,0.79,65.87,65.15,63.3,62.79,64.87,0.22,64.1,0.12,65.93,65.05,66.08,64.86,63.71,0.5,62.89,0.33,65.05,63.5,64.28,63.83,64.08,0.56,63.18,0.29,64.9,63.5,62.42,62.18,64.55,1.11,63.04,0.47,64.35,63.38,62.94,61.91,64.04,0.84,62.26,0.31,64.16,63.0,62.76,61.58,63.22,0.23,61.32,0.0,64.25,62.58,62.05,60.94,63.22,0.23,61.32,0.0,64.25,62.58,62.05,60.94,50.92,70.23,63.9,53.17,53.17,70.78,86.76,81.65,8/25/25,2986.466742547222,0.0,Flat,Stable,Falling,58.09,63.9,-5.809999999999995,5.809999999999995,8.239999999999995,13.230000000000004,-17.570000000000007,-17.61,-9.0923317683881,15.49746097423358,24.882452510814375,-21.518677281077778,-21.567666870789957,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,10,True,3.5399,-9.74,-9.3,313.3,312.86,6.48,True,True,True,Age_6_15,Long Put,Covered Call (if holding stock),Directional,70.0,0.6649999999999999,Bearish,High,Medium,1,True,156.91548980049316,156.91548980049316,2,1.99,0.15691548980049316,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[270.0],"[""CLS260320P00270000""]",put,5240.0,0.0,47.064849472992826,126,4.288499025341123,2620.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,75.11945484189785,True,75.11945484189785,Long Put,1,5240.0,1.0
MS,2025-08-25 07:27:08.625951,21.51,1.09,21.43,1.43,23.18,23.02,22.88,22.99,21.9,1.48,21.78,1.78,23.18,23.02,22.65,22.28,22.33,1.05,22.18,1.12,22.5,22.1,22.89,22.39,22.59,0.69,22.38,0.69,23.36,22.94,22.76,21.48,26.25,0.3,25.98,0.56,26.67,26.01,23.33,22.92,25.87,0.47,25.58,0.77,26.18,25.5,25.06,24.31,25.52,0.31,25.25,0.68,25.84,25.11,24.96,24.2,25.99,-0.35,25.76,0.55,26.81,25.63,25.23,24.37,25.96,-0.21,25.64,0.54,26.89,25.64,26.02,24.95,26.55,0.09,25.92,0.47,27.26,25.89,26.86,25.44,26.75,-0.32,26.01,0.44,27.62,26.11,27.24,25.71,27.16,-0.65,26.45,0.03,28.75,26.62,28.43,26.15,27.28,-0.55,26.47,-0.06,28.81,26.63,28.54,26.14,23.47,21.97,19.9,17.37,21.81,36.94,34.84,34.08,8/25/25,2986.466742547222,0.0,Contango,Stable,Rising,22.59,19.9,2.6900000000000013,2.6900000000000013,8.879999999999999,4.060000000000002,-8.119999999999997,-7.329999999999998,13.5175879396985,51.122625215889464,18.615314076111886,-23.8262910798122,-21.50821596244131,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,31,True,3.0101,5.46,13.72,176.41,168.15,1.77,True,True,True,Age_16_plus,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[155.0, 155.0]","[""MS260320C00155000"", ""MS260320P00155000""]",mixed,9689.999999999998,0.0,45.06596226335171,2481,7.039888477014227,3229.9999999999995,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,74.51978867900552,True,74.51978867900552,Long Straddle,1,9689.999999999998,1.0
JPM,2025-08-25 07:26:37.580099,19.96,1.32,19.8,1.15,20.59,20.35,19.41,19.34,20.36,1.72,20.17,1.52,20.59,20.35,18.47,18.98,20.77,1.08,20.55,1.17,20.05,19.87,19.33,19.23,20.89,0.7,20.68,0.78,20.83,20.37,19.35,18.74,23.89,0.86,23.7,0.53,23.1,22.72,20.45,20.07,23.93,0.48,23.56,0.22,23.25,22.97,22.28,22.21,23.4,0.57,22.96,0.25,23.1,22.83,23.04,22.57,23.86,0.27,23.53,0.27,23.73,23.31,22.68,22.21,23.75,0.05,23.4,0.3,23.76,23.31,23.43,23.25,24.46,0.35,23.76,0.27,23.99,23.26,24.09,23.18,24.76,0.15,24.05,0.17,24.7,23.82,24.6,23.44,24.85,0.28,23.66,-0.23,25.07,24.12,25.14,24.07,24.85,0.34,23.6,-0.43,25.08,24.12,25.21,23.8,14.65,17.29,15.96,16.74,17.76,29.33,27.91,26.58,8/25/25,2986.466742547222,100.0,Contango,Stable,Falling,20.89,15.96,4.93,4.93,7.150000000000002,6.169999999999998,-2.8299999999999983,-1.8199999999999967,30.889724310776938,42.71206690561531,34.74099099099098,-10.64710308502633,-6.847253574115865,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,25,True,7.214,11.82,18.43,316.09,309.48,2.01,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[290.0],"[""JPM260320C00290000""]",call,8770.0,0.0,44.770412993042186,591,7.32860520094563,4385.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,74.43112389791266,True,74.43112389791266,Long Call,1,8770.0,1.0
ISRG,2025-08-25 07:25:03.360517,25.4,1.58,25.41,1.47,25.85,25.41,28.26,27.98,26.02,2.2,25.6,1.67,25.85,25.41,28.45,25.59,26.41,1.26,25.77,0.56,25.08,24.86,27.7,25.95,25.87,0.24,25.85,0.37,25.35,24.93,26.45,25.48,28.3,-0.01,27.44,-0.46,27.22,26.64,27.54,25.48,29.27,0.01,28.6,0.14,28.73,28.03,29.05,27.18,29.87,0.11,29.25,0.45,29.48,28.72,30.02,28.17,30.76,0.0,29.98,-0.41,30.69,29.21,30.58,28.75,30.95,0.12,30.05,-0.26,30.75,29.46,30.91,29.12,31.16,0.38,30.17,-0.07,30.81,29.69,30.88,29.63,31.34,0.51,29.98,-0.12,30.8,29.41,31.15,29.78,31.9,0.46,29.87,-0.48,31.55,29.62,32.16,30.25,31.9,0.46,29.87,-0.48,31.55,29.62,32.16,30.25,17.68,20.06,19.85,22.13,23.49,37.89,35.68,34.73,8/25/25,2986.466742547222,47.27272727272732,Flat,Stable,Falling,25.87,19.85,6.02,6.02,6.170000000000002,5.780000000000001,-3.7799999999999976,-3.389999999999997,30.32745591939546,27.880704925440586,24.606215410813117,-10.883961992513672,-9.761013532968606,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,66,True,10.0094,12.29,27.72,565.52,550.09,1.88,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.6174999999999999,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.61,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[520.0],"[""ISRG260320C00520000""]",call,15880.000000000002,0.0,42.90002507614485,269,7.853403141361256,7940.000000000001,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,73.87000752284345,True,73.87000752284345,Long Call,1,15880.000000000002,1.0
REGN,2025-08-25 07:25:09.483934,33.88,3.98,33.86,1.98,31.38,33.43,62.22,59.28,33.45,3.56,34.05,2.17,31.38,33.43,53.46,51.2,33.74,3.34,34.0,2.62,32.88,32.48,47.94,46.34,33.98,2.98,33.8,1.32,32.2,31.9,44.26,43.28,33.49,1.83,33.05,1.71,33.41,32.89,40.68,39.63,35.14,0.61,35.01,1.02,35.4,34.2,39.55,38.44,34.27,0.12,33.58,0.14,34.97,33.79,38.97,37.83,35.23,-0.01,34.46,-0.38,35.92,34.44,38.13,36.95,35.8,-0.21,35.5,0.52,36.03,34.37,38.0,36.73,35.34,0.11,34.36,-0.01,35.34,33.5,37.89,35.88,35.35,-0.24,34.55,0.15,35.66,33.55,37.81,35.58,36.0,0.11,34.51,0.02,36.63,33.87,38.14,35.67,36.0,0.11,34.51,0.02,36.63,33.87,38.14,35.67,31.2,27.87,28.25,51.04,51.12,49.08,45.69,43.56,8/25/25,2986.466742547222,14.759535655058,Flat,Rising,Rising,33.98,28.25,5.729999999999997,5.729999999999997,-17.549999999999997,-15.979999999999997,-7.760000000000005,-8.21,20.283185840707954,-34.384796238244505,-31.259780907668226,-17.814508723599644,-18.847566574839302,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,65,True,21.8305,37.67,90.11,747.3,694.86,2.33,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.586625,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[650.0],"[""REGN260320C00650000""]",call,30300.0,0.0,42.809342802017376,87,4.660587639311047,15150.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,73.84280284060522,True,73.84280284060522,Long Call,1,30300.0,1.0
